"rules","support","confidence","lift"
"{baking powder} => {whole milk}",0.00925266903914591,0.522988505747126,2.04679345563987
"{grapes} => {other vegetables}",0.0090493136756482,0.404545454545455,2.09075383365977
"{meat} => {other vegetables}",0.0099644128113879,0.385826771653543,1.99401276889784
"{meat} => {whole milk}",0.0099644128113879,0.385826771653543,1.50999056872766
"{frozen meals} => {whole milk}",0.00986273512963904,0.347670250896057,1.36065933846507
"{hard cheese} => {other vegetables}",0.00945602440264362,0.385892116182573,1.99435047958781
"{hard cheese} => {whole milk}",0.0100660904931368,0.410788381742739,1.6076815497174
"{butter milk} => {other vegetables}",0.0103711235383833,0.370909090909091,1.9169158744566
"{butter milk} => {whole milk}",0.0115912557193696,0.414545454545455,1.62238541402887
"{ham} => {other vegetables}",0.00915099135739705,0.3515625,1.81692968339464
"{ham} => {whole milk}",0.0114895780376207,0.44140625,1.72750913997214
"{sliced cheese} => {other vegetables}",0.0090493136756482,0.369294605809129,1.90857196433672
"{sliced cheese} => {whole milk}",0.0107778342653787,0.439834024896266,1.72135600272772
"{oil} => {other vegetables}",0.0099644128113879,0.355072463768116,1.83506972210164
"{oil} => {whole milk}",0.011286222674123,0.402173913043478,1.57396754269105
"{onions} => {root vegetables}",0.00945602440264362,0.304918032786885,2.79745228774162
"{onions} => {other vegetables}",0.0142348754448399,0.459016393442623,2.37226811850142
"{onions} => {whole milk}",0.0120996441281139,0.390163934426229,1.52696470158455
"{berries} => {whipped/sour cream}",0.0090493136756482,0.27217125382263,3.7968855054547
"{berries} => {yogurt}",0.010574478901881,0.318042813455657,2.27984771890408
"{berries} => {other vegetables}",0.0102694458566345,0.308868501529052,1.59628045850669
"{berries} => {whole milk}",0.0117946110828673,0.35474006116208,1.38832809452012
"{hamburger meat} => {other vegetables}",0.0138281647178444,0.415902140672783,2.14944695402881
"{hamburger meat} => {whole milk}",0.0147432638535841,0.443425076452599,1.73541011815015
"{hygiene articles} => {other vegetables}",0.00955770208439248,0.290123456790123,1.49940315161895
"{hygiene articles} => {whole milk}",0.0128113879003559,0.388888888888889,1.52197462086041
"{salty snack} => {other vegetables}",0.0107778342653787,0.28494623655914,1.47264647218032
"{salty snack} => {whole milk}",0.0111845449923742,0.295698924731183,1.15726180848833
"{sugar} => {other vegetables}",0.0107778342653787,0.318318318318318,1.64511858153477
"{sugar} => {whole milk}",0.0150482968988307,0.444444444444444,1.73939956669762
"{waffles} => {other vegetables}",0.0100660904931368,0.261904761904762,1.35356454720617
"{waffles} => {whole milk}",0.012709710218607,0.330687830687831,1.29419610617382
"{long life bakery product} => {other vegetables}",0.0106761565836299,0.285326086956522,1.47460959811739
"{long life bakery product} => {whole milk}",0.0135231316725979,0.361413043478261,1.41444380525615
"{dessert} => {soda}",0.00986273512963904,0.265753424657534,1.52401453732178
"{dessert} => {yogurt}",0.00986273512963904,0.265753424657534,1.90501817165222
"{dessert} => {other vegetables}",0.0115912557193696,0.312328767123288,1.61416364932083
"{dessert} => {whole milk}",0.0137264870360956,0.36986301369863,1.44751402297096
"{cream cheese } => {yogurt}",0.0124046771733604,0.312820512820513,2.24241234955521
"{cream cheese } => {rolls/buns}",0.0099644128113879,0.251282051282051,1.36614647559921
"{cream cheese } => {other vegetables}",0.0137264870360956,0.346153846153846,1.78897691903472
"{cream cheese } => {whole milk}",0.0164717844433147,0.415384615384615,1.62566959502893
"{chicken} => {root vegetables}",0.0108795119471276,0.253554502369668,2.32622064440829
"{chicken} => {other vegetables}",0.0178952719877987,0.417061611374408,2.15543927896337
"{chicken} => {whole milk}",0.0175902389425521,0.409952606635071,1.6044106192821
"{white bread} => {other vegetables}",0.0137264870360956,0.326086956521739,1.68526811213416
"{white bread} => {whole milk}",0.0170818505338078,0.405797101449275,1.58814743046304
"{chocolate} => {soda}",0.0135231316725979,0.272540983606557,1.56293911007026
"{chocolate} => {other vegetables}",0.012709710218607,0.256147540983607,1.32381033398517
"{chocolate} => {whole milk}",0.0166751398068124,0.336065573770492,1.31524270514635
"{coffee} => {whole milk}",0.0187086934417895,0.322241681260946,1.2611408417037
"{frozen vegetables} => {yogurt}",0.0124046771733604,0.257928118393235,1.84892350174742
"{frozen vegetables} => {other vegetables}",0.0177935943060498,0.369978858350951,1.91210828790416
"{frozen vegetables} => {whole milk}",0.0204372140315201,0.424947145877378,1.66309398316913
"{beef} => {root vegetables}",0.0173868835790544,0.331395348837209,3.04036684311003
"{beef} => {rolls/buns}",0.0136248093543467,0.25968992248062,1.41185759402814
"{beef} => {other vegetables}",0.0197254702592781,0.375968992248062,1.94306623161308
"{beef} => {whole milk}",0.0212506354855109,0.405038759689922,1.58517954697588
"{curd} => {yogurt}",0.0172852058973055,0.324427480916031,2.32561536064808
"{curd} => {other vegetables}",0.0171835282155567,0.322519083969466,1.66682879182328
"{curd} => {whole milk}",0.026131164209456,0.490458015267176,1.91948053328797
"{napkins} => {other vegetables}",0.0144382308083376,0.275728155339806,1.4250059946227
"{napkins} => {whole milk}",0.0197254702592781,0.376699029126214,1.47426778808448
"{pork} => {other vegetables}",0.0216573462125064,0.375661375661376,1.94147642124521
"{pork} => {whole milk}",0.0221657346212506,0.384479717813051,1.5047186727781
"{frankfurter} => {rolls/buns}",0.0192170818505338,0.325862068965517,1.77161605764282
"{frankfurter} => {other vegetables}",0.0164717844433147,0.279310344827586,1.44351930708319
"{frankfurter} => {whole milk}",0.0205388917132689,0.348275862068965,1.36302948804149
"{bottled beer} => {whole milk}",0.0204372140315201,0.253787878787879,0.993236684392673
"{brown bread} => {other vegetables}",0.0187086934417895,0.288401253918495,1.49050253930026
"{brown bread} => {whole milk}",0.0252160650737163,0.38871473354232,1.5212930379581
"{margarine} => {rolls/buns}",0.0147432638535841,0.251736111111111,1.36861506510657
"{margarine} => {other vegetables}",0.0197254702592781,0.336805555555556,1.74066349915338
"{margarine} => {whole milk}",0.0241992882562278,0.413194444444444,1.61709803466419
"{butter} => {yogurt}",0.0146415861718353,0.264220183486239,1.89402733570492
"{butter} => {other vegetables}",0.0200305033045247,0.361467889908257,1.86812227916327
"{butter} => {whole milk}",0.02755465175394,0.497247706422018,1.94605300145665
"{newspapers} => {whole milk}",0.0273512963904423,0.342675159235669,1.34111030285826
"{domestic eggs} => {other vegetables}",0.0222674123029995,0.350961538461538,1.81382382068798
"{domestic eggs} => {whole milk}",0.0299949161159126,0.47275641025641,1.85020266409542
"{fruit/vegetable juice} => {soda}",0.018403660396543,0.254571026722925,1.45988690834984
"{fruit/vegetable juice} => {yogurt}",0.0187086934417895,0.258790436005626,1.85510491116278
"{fruit/vegetable juice} => {other vegetables}",0.0210472801220132,0.291139240506329,1.50465287986324
"{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,1.44216040023663
"{whipped/sour cream} => {yogurt}",0.0207422470767667,0.28936170212766,2.07425097698654
"{whipped/sour cream} => {other vegetables}",0.0288764616166751,0.402836879432624,2.08192365171827
"{whipped/sour cream} => {whole milk}",0.0322318251143874,0.449645390070922,1.75975424247812
"{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,2.57464756814204
"{pip fruit} => {other vegetables}",0.026131164209456,0.345430107526882,1.78523652523746
"{pip fruit} => {whole milk}",0.0300965937976614,0.397849462365591,1.55704316051158
"{pastry} => {other vegetables}",0.0225724453482461,0.253714285714286,1.31123489227535
"{pastry} => {whole milk}",0.033248601931876,0.373714285714286,1.46258654994031
"{citrus fruit} => {yogurt}",0.0216573462125064,0.261670761670762,1.87575214360929
"{citrus fruit} => {other vegetables}",0.0288764616166751,0.348894348894349,1.80314026346606
"{citrus fruit} => {whole milk}",0.0305033045246568,0.368550368550369,1.44237679056621
"{sausage} => {soda}",0.0243009659379766,0.258658008658009,1.48332449863062
"{sausage} => {rolls/buns}",0.0306049822064057,0.325757575757576,1.7710479588589
"{sausage} => {other vegetables}",0.0269445856634469,0.286796536796537,1.48220911161006
"{sausage} => {whole milk}",0.0298932384341637,0.318181818181818,1.24525196252216
"{bottled water} => {soda}",0.028978139298424,0.262189512419503,1.50357659163021
"{bottled water} => {whole milk}",0.0343670564311134,0.310947562097516,1.21693962325072
"{tropical fruit} => {yogurt}",0.0292831723436706,0.27906976744186,2.00047460844803
"{tropical fruit} => {other vegetables}",0.0358922216573462,0.342054263565891,1.7677896385552
"{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,1.57759495584202
"{root vegetables} => {other vegetables}",0.047381799694967,0.434701492537313,2.2466049285888
"{root vegetables} => {whole milk}",0.0489069649211998,0.448694029850746,1.75603095247994
"{yogurt} => {other vegetables}",0.0434163701067616,0.311224489795918,1.6084565723294
"{yogurt} => {whole milk}",0.0560244026436197,0.401603498542274,1.57173514053453
"{rolls/buns} => {whole milk}",0.0566344687341129,0.307904919845218,1.20503178936638
"{other vegetables} => {whole milk}",0.0748347737671581,0.386757750919601,1.51363409482462
"{whole milk} => {other vegetables}",0.0748347737671581,0.292877039395145,1.51363409482462
"{other vegetables,frozen vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,2.12455232789495
"{whole milk,frozen vegetables} => {other vegetables}",0.00965937976614133,0.472636815920398,2.44266058043989
"{beef,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782
"{beef,whole milk} => {other vegetables}",0.00925266903914591,0.435406698564593,2.25024954302826
"{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,2.27912502048173
"{whole milk,curd} => {yogurt}",0.0100660904931368,0.385214007782101,2.76135551496863
"{other vegetables,curd} => {whole milk}",0.00986273512963904,0.57396449704142,2.24629559427074
"{whole milk,curd} => {other vegetables}",0.00986273512963904,0.377431906614786,1.95062680060768
"{pork,other vegetables} => {whole milk}",0.0101677681748856,0.469483568075117,1.8373939084834
"{pork,whole milk} => {other vegetables}",0.0101677681748856,0.458715596330275,2.37071355223766
"{other vegetables,brown bread} => {whole milk}",0.00935434672089476,0.5,1.95682451253482
"{whole milk,brown bread} => {other vegetables}",0.00935434672089476,0.370967741935484,1.91721899208381
"{other vegetables,margarine} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782
"{whole milk,margarine} => {other vegetables}",0.00925266903914591,0.382352941176471,1.97605947265927
"{butter,yogurt} => {whole milk}",0.00935434672089476,0.638888888888889,2.50038687712782
"{whole milk,butter} => {yogurt}",0.00935434672089476,0.339483394833948,2.4335416823556
"{other vegetables,butter} => {whole milk}",0.0114895780376207,0.573604060913706,2.24488497377091
"{whole milk,butter} => {other vegetables}",0.0114895780376207,0.416974169741697,2.15498736700452
"{other vegetables,domestic eggs} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971
"{whole milk,domestic eggs} => {other vegetables}",0.0123029994916116,0.410169491525424,2.11981973155677
"{yogurt,fruit/vegetable juice} => {whole milk}",0.00945602440264362,0.505434782608696,1.97809434419281
"{whole milk,fruit/vegetable juice} => {yogurt}",0.00945602440264362,0.354961832061069,2.54449680635613
"{other vegetables,fruit/vegetable juice} => {whole milk}",0.0104728012201322,0.497584541062802,1.94737125402016
"{whole milk,fruit/vegetable juice} => {other vegetables}",0.0104728012201322,0.393129770992366,2.03175580541772
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498
"{whole milk,whipped/sour cream} => {root vegetables}",0.00945602440264362,0.293375394321767,2.69155504025613
"{yogurt,whipped/sour cream} => {other vegetables}",0.0101677681748856,0.490196078431373,2.5334095803324
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,2.52407300948548
"{yogurt,whipped/sour cream} => {whole milk}",0.0108795119471276,0.524509803921569,2.05274728275711
"{whole milk,whipped/sour cream} => {yogurt}",0.0108795119471276,0.337539432176656,2.4196066439194
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207
"{whole milk,whipped/sour cream} => {other vegetables}",0.0146415861718353,0.454258675078864,2.34767948996355
"{tropical fruit,pip fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,2.39123614716747
"{pip fruit,other vegetables} => {tropical fruit}",0.00945602440264362,0.361867704280156,3.44861324766989
"{tropical fruit,other vegetables} => {pip fruit}",0.00945602440264362,0.263456090651558,3.48264872521246
"{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,2.07843507546071
"{pip fruit,whole milk} => {yogurt}",0.00955770208439248,0.317567567567568,2.27644098179812
"{pip fruit,other vegetables} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935
"{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,2.32217799775603
"{yogurt,pastry} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361
"{whole milk,pastry} => {yogurt}",0.00915099135739705,0.275229357798165,1.9729451413593
"{other vegetables,pastry} => {whole milk}",0.010574478901881,0.468468468468468,1.83342116489749
"{whole milk,pastry} => {other vegetables}",0.010574478901881,0.318042813455657,1.64369472955144
"{citrus fruit,tropical fruit} => {other vegetables}",0.0090493136756482,0.454081632653061,2.34676450716913
"{citrus fruit,other vegetables} => {tropical fruit}",0.0090493136756482,0.313380281690141,2.98652623102959
"{tropical fruit,other vegetables} => {citrus fruit}",0.0090493136756482,0.252124645892351,3.04624802500157
"{citrus fruit,tropical fruit} => {whole milk}",0.0090493136756482,0.454081632653061,1.77711613893468
"{citrus fruit,whole milk} => {tropical fruit}",0.0090493136756482,0.296666666666667,2.82724483204134
"{citrus fruit,root vegetables} => {other vegetables}",0.0103711235383833,0.586206896551724,3.02960842227336
"{citrus fruit,other vegetables} => {root vegetables}",0.0103711235383833,0.359154929577465,3.2950454593231
"{citrus fruit,root vegetables} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361
"{citrus fruit,whole milk} => {root vegetables}",0.00915099135739705,0.3,2.75233208955224
"{citrus fruit,yogurt} => {whole milk}",0.0102694458566345,0.474178403755869,1.85576784756823
"{citrus fruit,whole milk} => {yogurt}",0.0102694458566345,0.336666666666667,2.41335034013605
"{citrus fruit,other vegetables} => {whole milk}",0.0130147432638536,0.450704225352113,1.76389815214406
"{citrus fruit,whole milk} => {other vegetables}",0.0130147432638536,0.426666666666667,2.20507969872132
"{sausage,soda} => {rolls/buns}",0.00965937976614133,0.397489539748954,2.16103351212325
"{sausage,rolls/buns} => {soda}",0.00965937976614133,0.315614617940199,1.80995321716727
"{rolls/buns,soda} => {sausage}",0.00965937976614133,0.251989389920424,2.68215979422876
"{sausage,rolls/buns} => {whole milk}",0.00935434672089476,0.305647840531561,1.19619837311099
"{sausage,whole milk} => {rolls/buns}",0.00935434672089476,0.312925170068027,1.70128195003817
"{sausage,other vegetables} => {whole milk}",0.0101677681748856,0.377358490566038,1.47684868870552
"{sausage,whole milk} => {other vegetables}",0.0101677681748856,0.340136054421769,1.75787603533268
"{yogurt,bottled water} => {whole milk}",0.00965937976614133,0.420353982300885,1.645117953016
"{whole milk,bottled water} => {yogurt}",0.00965937976614133,0.281065088757396,2.01477780461297
"{other vegetables,bottled water} => {whole milk}",0.0107778342653787,0.434426229508197,1.70019178957943
"{whole milk,bottled water} => {other vegetables}",0.0107778342653787,0.313609467455621,1.62078250784342
"{tropical fruit,root vegetables} => {other vegetables}",0.0123029994916116,0.584541062801932,3.0209991343442
"{tropical fruit,other vegetables} => {root vegetables}",0.0123029994916116,0.342776203966006,3.14477981903514
"{root vegetables,other vegetables} => {tropical fruit}",0.0123029994916116,0.259656652360515,2.47453796120704
"{tropical fruit,root vegetables} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999
"{tropical fruit,whole milk} => {root vegetables}",0.011997966446365,0.283653846153846,2.60236527698048
"{tropical fruit,yogurt} => {other vegetables}",0.0123029994916116,0.420138888888889,2.17134312780989
"{tropical fruit,other vegetables} => {yogurt}",0.0123029994916116,0.342776203966006,2.45714574781754
"{other vegetables,yogurt} => {tropical fruit}",0.0123029994916116,0.283372365339578,2.7005496251112
"{tropical fruit,yogurt} => {whole milk}",0.0151499745805796,0.517361111111111,2.02476980810894
"{tropical fruit,whole milk} => {yogurt}",0.0151499745805796,0.358173076923077,2.56751618916797
"{whole milk,yogurt} => {tropical fruit}",0.0151499745805796,0.270417422867514,2.57708852122286
"{tropical fruit,rolls/buns} => {whole milk}",0.0109811896288765,0.446280991735537,1.7465871682129
"{tropical fruit,whole milk} => {rolls/buns}",0.0109811896288765,0.259615384615385,1.41145235361653
"{tropical fruit,other vegetables} => {whole milk}",0.0170818505338078,0.475920679886686,1.86258650484901
"{tropical fruit,whole milk} => {other vegetables}",0.0170818505338078,0.403846153846154,2.08713973887384
"{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904
"{root vegetables,other vegetables} => {yogurt}",0.0129130655821047,0.272532188841202,1.95361084347902
"{other vegetables,yogurt} => {root vegetables}",0.0129130655821047,0.297423887587822,2.72869770002447
"{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015
"{root vegetables,whole milk} => {yogurt}",0.0145399084900864,0.297297297297297,2.1311362382791
"{whole milk,yogurt} => {root vegetables}",0.0145399084900864,0.259528130671506,2.38102534062898
"{root vegetables,rolls/buns} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582
"{root vegetables,other vegetables} => {rolls/buns}",0.0122013218098627,0.257510729613734,1.40000996448373
"{other vegetables,rolls/buns} => {root vegetables}",0.0122013218098627,0.286396181384248,2.6275246678303
"{root vegetables,rolls/buns} => {whole milk}",0.012709710218607,0.523012552301255,2.04688756541299
"{root vegetables,whole milk} => {rolls/buns}",0.012709710218607,0.25987525987526,1.41286521883537
"{root vegetables,other vegetables} => {whole milk}",0.0231825114387392,0.489270386266094,1.91483257020575
"{root vegetables,whole milk} => {other vegetables}",0.0231825114387392,0.474012474012474,2.44977019543494
"{other vegetables,whole milk} => {root vegetables}",0.0231825114387392,0.309782608695652,2.84208204899416
"{yogurt,soda} => {whole milk}",0.0104728012201322,0.382899628252788,1.49853475681105
"{whole milk,soda} => {yogurt}",0.0104728012201322,0.261421319796954,1.87396405262613
"{rolls/buns,soda} => {other vegetables}",0.00986273512963904,0.257294429708223,1.3297376333055
"{other vegetables,soda} => {rolls/buns}",0.00986273512963904,0.301242236024845,1.63776527988079
"{other vegetables,soda} => {whole milk}",0.0139298423995933,0.425465838509317,1.66512396408242
"{whole milk,soda} => {other vegetables}",0.0139298423995933,0.347715736040609,1.79704900891192
"{yogurt,rolls/buns} => {other vegetables}",0.0114895780376207,0.334319526627219,1.72781531496516
"{other vegetables,yogurt} => {rolls/buns}",0.0114895780376207,0.26463700234192,1.4387534096367
"{other vegetables,rolls/buns} => {yogurt}",0.0114895780376207,0.269689737470167,1.93323510788564
"{yogurt,rolls/buns} => {whole milk}",0.015556685307575,0.452662721893491,1.77156302022383
"{whole milk,yogurt} => {rolls/buns}",0.015556685307575,0.277676950998185,1.50964776841744
"{whole milk,rolls/buns} => {yogurt}",0.015556685307575,0.274685816876122,1.969048840362
"{other vegetables,yogurt} => {whole milk}",0.0222674123029995,0.51288056206089,2.00723451168677
"{whole milk,yogurt} => {other vegetables}",0.0222674123029995,0.397459165154265,2.05413078785717
"{other vegetables,whole milk} => {yogurt}",0.0222674123029995,0.297554347826087,2.13297887089618
"{other vegetables,rolls/buns} => {whole milk}",0.0178952719877987,0.420047732696897,1.64391939955192
"{whole milk,rolls/buns} => {other vegetables}",0.0178952719877987,0.315978456014363,1.63302580919667
